"SNP","Chromosome","Position.","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","effect","FDR"
"Sobic.001G011700",1,1031172,0.246911643339981,0.349838399979043,738,0.599778713669509,0.60051090982628,-0.514259605067906,0.999992566633523
"Sobic.001G011800",1,1040716,0.0947334542230756,0.444500248323001,738,0.599778713669509,0.601305049634667,-0.747497745793485,0.999992566633523
"Sobic.001G012000",1,1055529,0.207370411130418,0.179679850159358,738,0.599778713669509,0.600647042330038,-0.50255793724284,0.999992566633523
"Sobic.001G012100",1,1067409,0.696943234996749,0.438462715647147,738,0.599778713669509,0.599861479087231,0.16919514333607,0.999992566633523
"Sobic.001G012200",1,1072530,0.18372114349029,0.228342541442257,738,0.599778713669509,0.600744154240347,-0.514371648315652,0.999992566633523
"Sobic.001G012300",1,1167972,0.0286516837134153,0.111622299338433,738,0.599778713669509,0.602399989968582,-0.753179502900814,0.950284679595938
"Sobic.001G012400",1,1176558,0.112827643781478,0.225054227454203,738,0.599778713669509,0.6011528788999,-0.630635745841597,0.999992566633523
"Sobic.001G012500",1,1193004,0.801444886030979,0.382842341098095,738,0.599778713669509,0.599813221502991,0.0967285229887555,0.999992566633523
"Sobic.001G012600",1,1197902,0.13771336669805,0.29344910913307,738,0.599778713669509,0.600982729713115,-0.631119688074474,0.999992566633523
"Sobic.001G012700",1,1219109,0.539337696617355,0.434554894047373,738,0.599778713669509,0.599984343825553,0.262285452593566,0.999992566633523
"Sobic.001G012800",1,1228191,0.658347927041854,0.353010186534593,738,0.599778713669509,0.599885419085747,0.186278119090095,0.999992566633523
"Sobic.001G012900",1,1240808,0.582454305825846,0.415950603742035,738,0.599778713669509,0.599943683539192,-0.377487438042019,0.999992566633523
"Sobic.001G013000",1,1245643,0.561226914725792,0.386861176076421,738,0.599778713669509,0.599962953163558,0.258223131412965,0.999992566633523
"Sobic.001G013100",1,1251435,0.0129644084624456,0.408966326932445,738,0.599778713669509,0.603161663188281,-0.776196135996065,0.903701986629148
"Sobic.001G013200",1,1255529,0.292231137376166,0.448964557005656,738,0.599778713669509,0.600384450086308,0.395787653372633,0.999992566633523
"Sobic.001G013300",1,1259976,0.83215414848764,0.397695965853486,738,0.599778713669509,0.59980322336651,-0.102854752032569,0.999992566633523
"Sobic.001G013400",1,1264260,0.592461775719734,0.411315822008449,738,0.599778713669509,0.599935076805596,0.184155063424637,0.999992566633523
"Sobic.001G013500",1,1271663,0.223800808906491,0.347933303772944,738,0.599778713669509,0.600586974435745,-0.500395812730358,0.999992566633523
"Sobic.001G013600",1,1274419,0.629054771040589,0.475179905527975,738,0.599778713669509,0.599906054461274,0.184534987872331,0.999992566633523
"Sobic.001G013701",1,1277527,0.957303263114363,0.296937618878778,738,0.599778713669509,0.599780277628379,-0.0217839800774791,0.999992566633523
"Sobic.001G013800",1,1281949,0.814877032294972,0.233722644924936,738,0.599778713669509,0.599808626968691,0.125174122029996,0.999992566633523
"Sobic.001G013900",1,1286762,0.4499670868125,0.359473159653123,738,0.599778713669509,0.600090246543666,0.341258088078816,0.999992566633523
"Sobic.001G014000",1,1291252,0.61720749161943,0.374326677843007,738,0.599778713669509,0.599915042496509,-0.144295725372211,0.999992566633523
"Sobic.001G014100",1,1299877,0.39098109565823,0.462271753268419,738,0.599778713669509,0.600180440272027,0.404295142544151,0.999992566633523
"Sobic.001G014200",1,1316792,0.646976009119057,0.438669886694875,738,0.599778713669509,0.599893167749557,0.314441442006935,0.999992566633523
"Sobic.001G014300",1,1327124,0.333936695448233,0.479444057136508,738,0.599778713669509,0.600288425266283,0.332197443807901,0.999992566633523
"Sobic.001G014500",1,1341796,0.631419382645622,0.44319964057608,738,0.599778713669509,0.599904305783022,-0.199445430815097,0.999992566633523
"Sobic.001G014700",1,1345742,0.674036598202611,0.221538168964485,738,0.599778713669509,0.599875256784139,0.104835799011789,0.999992566633523
"Sobic.001G014800",1,1351000,0.685119799015074,0.483500180749524,738,0.599778713669509,0.599868436365441,0.244482109557864,0.999992566633523
"Sobic.001G014900",1,1359496,0.73755207319486,0.467446318818467,738,0.599778713669509,0.599839987381568,0.135153514893963,0.999992566633523
"Sobic.001G015000",1,1365151,0.168935038121687,0.250786551566006,738,0.599778713669509,0.600812586409836,-0.488392494889252,0.999992566633523
"Sobic.001G015100",1,1370758,0.586975841869679,0.399916737456056,738,0.599778713669509,0.599939757888489,-0.237463081843788,0.999992566633523
"Sobic.001G015200",1,1374078,0.327642727796965,0.451821910782719,738,0.599778713669509,0.600301876801169,0.489303737537902,0.999992566633523
"Sobic.001G015300",1,1377198,0.97251349506842,0.162554225361527,738,0.599778713669509,0.59977936145541,0.011335375667689,0.999992566633523
"Sobic.001G015400",1,1386115,0.976615353347117,0.454887478653507,738,0.599778713669509,0.59977918248991,0.019619262117214,0.999992566633523
"Sobic.001G015500",1,1400377,0.30018247329364,0.347661539945336,738,0.599778713669509,0.600364815975963,-0.557253815346968,0.999992566633523
"Sobic.001G015600",1,1405328,0.255513412749793,0.194789518552519,738,0.599778713669509,0.600484787378376,0.294553441936593,0.999992566633523
"Sobic.001G015700",1,1409693,0.967730128049276,0.179441076267771,738,0.599778713669509,0.599779606670859,-0.0104102344046801,0.999992566633523
"Sobic.001G015800",1,1412903,0.762559296388877,0.448284144052479,738,0.599778713669509,0.599828520767954,-0.153066328818181,0.999992566633523
"Sobic.001G015901",1,1419274,0.956318615480504,0.0832388415978658,738,0.599778713669509,0.599780350667544,0.014335192969961,0.999992566633523
"Sobic.001G016000",1,1429102,0.415229673815248,0.425642989335676,738,0.599778713669509,0.600141056225651,0.48316111375915,0.999992566633523
"Sobic.001G016050",1,1431868,0.308141587679408,0.287988037450804,738,0.599778713669509,0.600345823059265,-0.299661613465352,0.999992566633523
"Sobic.001G016100",1,1434495,0.636557224948849,0.320475293147549,738,0.599778713669509,0.599900557329159,0.174279623659695,0.999992566633523
"Sobic.001G016200",1,1449531,0.653314317038031,0.264913461174602,738,0.599778713669509,0.599888808638176,0.141730786763329,0.999992566633523
"Sobic.001G016201",1,1439018,0.808990863150913,0.326511372269896,738,0.599778713669509,0.599810597605243,0.0757992495979376,0.999992566633523
"Sobic.001G016300",1,1445457,0.996362565737549,0.316374324690144,738,0.599778713669509,0.599778725009523,0.00142935063431845,0.999992566633523
"Sobic.001G016350",1,1446697,0.684064543917909,0.159074791556815,738,0.599778713669509,0.59986907319105,0.116689486352015,0.999992566633523
"Sobic.001G016400",1,1453667,0.646561367866009,0.436757898151887,738,0.599778713669509,0.599893456482174,0.305317691332588,0.999992566633523
"Sobic.001G016500",1,1457917,0.539099015774433,0.481043463872163,738,0.599778713669509,0.599984585961303,0.319691483494746,0.999992566633523
"Sobic.001G016600",1,1462427,0.273185215250981,0.489916309093928,738,0.599778713669509,0.600434382697308,-0.577405764508797,0.999992566633523
"Sobic.001G016700",1,1468924,0.768134650847011,0.435847790695753,738,0.599778713669509,0.599826140863373,-0.182175396386416,0.999992566633523
"Sobic.001G016800",1,1475020,0.524915750925961,0.264777682131766,738,0.599778713669509,0.599999332436432,-0.180787734286009,0.999992566633523
"Sobic.001G016900",1,1493808,0.564270989781023,0.470003168655528,738,0.599778713669509,0.599960102906612,-0.254044165625981,0.999992566633523
"Sobic.001G017000",1,1497500,0.0185286049517487,0.40050019013667,738,0.599778713669509,0.602815983181582,1.30644899989529,0.937742897104315
"Sobic.001G017100",1,1502074,0.529310395535173,0.343032743330824,738,0.599778713669509,0.599994687187972,0.341554359100693,0.999992566633523
"Sobic.001G017200",1,1506821,0.909084370846579,0.412937782870742,738,0.599778713669509,0.599785828872982,-0.0909233110729915,0.999992566633523
"Sobic.001G017300",1,1512180,0.217204178351988,0.393305124514709,738,0.599778713669509,0.600610438602861,-0.725889438256042,0.999992566633523
"Sobic.001G017400",1,1517533,0.428921544165544,0.243491641993792,738,0.599778713669509,0.600120284728439,-0.264990562405621,0.999992566633523
"Sobic.001G017600",1,1524008,0.282443851591443,0.373015521682754,738,0.599778713669509,0.600409576644326,-0.443879261246478,0.999992566633523
"Sobic.001G017700",1,1530991,0.700399513442889,0.443780590282697,738,0.599778713669509,0.599859506345207,-0.249513322293988,0.999992566633523
"Sobic.001G017800",1,1537118,0.574836408036349,0.405115919542808,738,0.599778713669509,0.599950437701274,-0.308770317118151,0.999992566633523
"Sobic.001G017900",1,1540637,0.676747709592623,0.410454438136386,738,0.599778713669509,0.599873561330955,-0.219019666454236,0.999992566633523
"Sobic.001G018000",1,1545741,0.315578873467652,0.425464422908149,738,0.599778713669509,0.600328643063469,0.98429983611502,0.999992566633523
"Sobic.001G018100",1,1552376,0.878642592015531,0.212765089990269,738,0.599778713669509,0.599791434913658,0.0549586607786214,0.999992566633523
"Sobic.001G018200",1,1557159,0.378468713442286,0.247128437246408,738,0.599778713669509,0.600202168659517,0.460553303864604,0.999992566633523
"Sobic.001G018400",1,1570547,0.661129874817394,0.160022837918188,738,0.599778713669509,0.599883572922475,0.12974273321991,0.999992566633523
"Sobic.001G018500",1,1578388,0.910618911517986,0.460601672845195,738,0.599778713669509,0.599785589703735,-0.0523391082797671,0.999992566633523
"Sobic.001G018800",1,1591552,0.140794319391303,0.429716458639123,738,0.599778713669509,0.600964084856257,1.01190458801106,0.999992566633523
"Sobic.001G018900",1,1597544,0.214903027595788,0.447964584208652,738,0.599778713669509,0.600618824882577,1.10402510748852,0.999992566633523
"Sobic.001G019100",1,1608963,0.774455077957958,0.130591549123544,738,0.599778713669509,0.599823519317191,-0.0771628762939931,0.999992566633523
"Sobic.001G019200",1,1613636,0.269405711004087,0.428288307106316,738,0.599778713669509,0.600444814649794,0.37783956873855,0.999992566633523
"Sobic.001G019300",1,1616724,0.385418207001735,0.487453107296671,738,0.599778713669509,0.600189976536608,-0.474946077528214,0.999992566633523
"Sobic.001G019400",1,1638243,0.892886529546685,0.426291120372214,738,0.599778713669509,0.599788606838067,-0.0559776933346852,0.999992566633523
"Sobic.001G019500",1,1641694,0.932306915911828,0.217994346857963,738,0.599778713669509,0.599782650575101,0.0288260452461908,0.999992566633523
"Sobic.001G019700",1,1665731,0.246576783514885,0.366238162468953,738,0.599778713669509,0.600511949272004,-0.497927752078316,0.999992566633523
"Sobic.001G019800",1,1673334,0.492198712715274,0.43424654820845,738,0.599778713669509,0.600036180301649,-0.341375785946851,0.999992566633523
"Sobic.001G019900",1,1684524,0.245330799068077,0.389498021668028,738,0.599778713669509,0.600515832191402,-0.872129283143282,0.999992566633523
"Sobic.001G020000",1,1691886,0.960968138369746,0.468245265123641,738,0.599778713669509,0.599780020460531,0.0244801120614482,0.999992566633523
"Sobic.001G020100",1,1698158,0.747780821005803,0.454607795557511,738,0.599778713669509,0.599835138947019,0.186101983641672,0.999992566633523
"Sobic.001G020200",1,1700039,0.487031602844105,0.197726535064156,738,0.599778713669509,0.600042383497398,-0.250934530546742,0.999992566633523
"Sobic.001G020301",1,1706857,0.519431902148476,0.296519558360462,738,0.599778713669509,0.600005226929896,-0.207889370127514,0.999992566633523
"Sobic.001G020401",1,1709065,0.118341277719504,0.256685248211855,738,0.599778713669509,0.601111804821277,0.954819698308873,0.999992566633523
"Sobic.001G020500",1,1728425,0.198695494939294,0.367396154056085,738,0.599778713669509,0.600681081503196,-0.690216707642687,0.999992566633523
"Sobic.001G020600",1,1733625,0.953783750217639,0.342411215510994,738,0.599778713669509,0.599780546392314,0.0321109109937634,0.999992566633523
"Sobic.001G020700",1,1744050,0.0967748410758438,0.358126347359211,738,0.599778713669509,0.601286353280925,-0.676137712581479,0.999992566633523
"Sobic.001G020900",1,1752283,0.595926910970203,0.0679476179810548,738,0.599778713669509,0.599932165725303,0.146224234795121,0.999992566633523
"Sobic.001G021000",1,1758012,0.160425940507934,0.370958102098033,738,0.599778713669509,0.600855169588571,0.718849789003408,0.999992566633523
"Sobic.001G021100",1,1763099,0.325638908147057,0.144396926058814,738,0.599778713669509,0.600306231713923,0.273346673153336,0.999992566633523
"Sobic.001G021200",1,1768274,0.745285972649699,0.161650356857949,738,0.599778713669509,0.599836301122571,-0.0822030401576836,0.999992566633523
"Sobic.001G021300",1,1772376,0.365526319819341,0.453336646818816,738,0.599778713669509,0.600225736667609,0.495966922967665,0.999992566633523
"Sobic.001G021400",1,1784361,0.801885359089055,0.389140892084,738,0.599778713669509,0.599813065312131,-0.166009927351248,0.999992566633523
"Sobic.001G021500",1,1797518,0.903597163652766,0.369844490074461,738,0.599778713669509,0.599786718014468,0.0661582062607864,0.999992566633523
"Sobic.001G021601",1,1803344,0.99252914709249,0.133561499744153,738,0.599778713669509,0.599778761507545,-0.00248271710940103,0.999992566633523
"Sobic.001G021700",1,1807808,0.750912250560964,0.345346865204734,738,0.599778713669509,0.599833698710686,0.11922479490001,0.999992566633523
"Sobic.001G021800",1,1813792,0.815071098523496,0.498756821323514,738,0.599778713669509,0.599808563126729,0.0902072338824925,0.999992566633523
"Sobic.001G021900",1,1818952,0.538009243290231,0.294342073937556,738,0.599778713669509,0.599985694005539,0.210114417428611,0.999992566633523
"Sobic.001G022000",1,1825101,0.27751309442509,0.35491788243382,738,0.599778713669509,0.600422657452982,-0.341323130142276,0.999992566633523
"Sobic.001G022100",1,1828342,0.347213116144625,0.325883065462247,738,0.599778713669509,0.600261134468189,-0.409165181800247,0.999992566633523
"Sobic.001G022200",1,1830720,0.347932275209128,0.0753544783623577,738,0.599778713669509,0.600259696546164,-0.26049197543994,0.999992566633523
"Sobic.001G022300",1,1833353,0.115192470004063,0.402869669197109,738,0.599778713669509,0.601134996015021,-0.694971697693844,0.999992566633523
"Sobic.001G022400",1,1837068,0.622268733153262,0.316902185880223,738,0.599778713669509,0.599911156140519,-0.24527687364131,0.999992566633523
"Sobic.001G022500",1,1843143,0.559838487037027,0.450212717428672,738,0.599778713669509,0.599964263072568,0.368750037554142,0.999992566633523
